Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards,WAR,Unnamed: 30
1993,27,MON,NL,122.0,351.0,299.0,50.0,78.0,15.0,2.0,14.0,49.0,12.0,2.0,41.0,70.0,0.261,0.348,0.465,0.813,113.0,139.0,4.0,2.0,3.0,6.0,6.0,5H,,4.8,
1988,24,CHC,NL,95,332,309,19,80,19,1,7,38,1,0,17,56,.259,.295,.395,.690,93,122,11,0,3,3,5,2/H,RoY-6,0.2,
1961,25,CHC,NL,92.0,287.0,267.0,20.0,73.0,7.0,1.0,2.0,33.0,0.0,0.0,15.0,33.0,0.273,0.308,0.33,0.637,70.0,88.0,7.0,0.0,1.0,4.0,3.0,2/H,,3.0,
1954,19,DET,AL,54.0,42.0,37.0,13.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,5.0,9.0,0.162,0.262,0.297,0.559,54.0,11.0,0.0,0.0,0.0,0.0,0.0,H4/56,,-1.2,
2005,23,SEA,AL,60.0,228.0,211.0,24.0,54.0,11.0,5.0,1.0,15.0,1.0,3.0,11.0,24.0,0.256,0.296,0.37,0.666,80.0,78.0,2.0,2.0,2.0,2.0,0.0,6/4H,,-2.4,
2005,23,ATL,NL,115,274,246,36,75,12,4,4,20,1,3,22,55,.305,.359,.435,.794,107,107,5,0,4,2,4,5H6/4,,2.8,
1971,24,CLE,AL,55,145,137,9,28,3,1,3,13,0,0,4,28,.204,.222,.307,.529,44,42,4,0,1,3,1,4H/5976,,-4.0,
1984,24,KCR,AL,66.0,145.0,134.0,18.0,26.0,6.0,1.0,2.0,9.0,1.0,2.0,6.0,44.0,0.194,0.229,0.299,0.527,45.0,40.0,2.0,0.0,5.0,0.0,0.0,64H/D,,-1.6,
2013,26,MIL,NL,100.0,252.0,236.0,22.0,56.0,8.0,1.0,1.0,25.0,4.0,4.0,11.0,46.0,0.237,0.272,0.292,0.564,55.0,69.0,4.0,1.0,2.0,2.0,0.0,5H64/7,,0.2,
1989,25,CAL,AL,48.0,146.0,138.0,13.0,29.0,7.0,0.0,3.0,15.0,3.0,0.0,6.0,24.0,0.21,0.24,0.326,0.566,60.0,45.0,3.0,0.0,0.0,2.0,0.0,97H/8D,,5.6,
1997,29,NYM,NL,47.0,81.0,69.0,16.0,17.0,3.0,0.0,0.0,4.0,2.0,3.0,7.0,20.0,0.246,0.346,0.29,0.636,71.0,20.0,0.0,4.0,0.0,1.0,1.0,H8/729,,-0.1,
2001,23,BAL,AL,47.0,149.0,131.0,15.0,30.0,6.0,0.0,2.0,11.0,4.0,1.0,17.0,42.0,0.229,0.318,0.321,0.638,73.0,42.0,2.0,0.0,1.0,0.0,1.0,89/H7,,2.5,
1988,22,HOU,NL,50,131,123,14,26,6,1,3,5,6,1,7,29,.211,.254,.350,.603,75,43,1,0,1,0,2,2/H,,65.4,
1971,24,WSA,AL,66.0,189.0,171.0,12.0,44.0,4.0,1.0,0.0,16.0,1.0,0.0,16.0,20.0,0.257,0.323,0.292,0.615,81.0,50.0,7.0,1.0,0.0,1.0,3.0,9H/73,,-1.2,
1983,24,CIN,NL,109.0,320.0,298.0,27.0,71.0,18.0,0.0,9.0,38.0,2.0,1.0,15.0,49.0,0.238,0.274,0.389,0.663,80.0,116.0,9.0,1.0,2.0,4.0,3.0,2/H,,0.7,
1953,24,STL,NL,154.0,642.0,570.0,72.0,143.0,23.0,3.0,21.0,84.0,0.0,1.0,70.0,125.0,0.251,0.334,0.412,0.746,93.0,235.0,17.0,1.0,0.0,,7.0,*3/H,,4.9,
1971,28,WSA,AL,116.0,380.0,349.0,32.0,86.0,14.0,0.0,6.0,48.0,2.0,5.0,21.0,54.0,0.246,0.296,0.338,0.634,85.0,118.0,5.0,5.0,1.0,4.0,1.0,2H79/5,,-1.3,
1945,30,WSH,AL,145.0,594.0,550.0,62.0,153.0,32.0,6.0,6.0,81.0,11.0,7.0,34.0,52.0,0.278,0.324,0.391,0.715,115.0,215.0,11.0,3.0,7.0,,7.0,*8973/H,MVP-21,0.7,
2015,22,NYY,AL,46.0,178.0,157.0,26.0,41.0,9.0,0.0,11.0,31.0,0.0,0.0,19.0,53.0,0.261,0.343,0.529,0.871,135.0,83.0,1.0,1.0,0.0,1.0,0.0,3/H,,0.6,
2008,25,PIT,NL,50.0,120.0,108.0,16.0,17.0,2.0,1.0,0.0,2.0,1.0,0.0,6.0,36.0,0.157,0.229,0.194,0.423,15.0,21.0,1.0,4.0,2.0,0.0,2.0,6H,,-1.4,
1974,21,BOS,AL,44.0,135.0,122.0,9.0,30.0,1.0,1.0,0.0,8.0,1.0,1.0,10.0,21.0,0.246,0.308,0.27,0.579,63.0,33.0,3.0,1.0,2.0,0.0,1.0,2,,1.1,
1975,28,NYY,AL,52.0,133.0,117.0,13.0,26.0,3.0,1.0,1.0,11.0,6.0,2.0,11.0,8.0,0.222,0.292,0.291,0.583,67.0,34.0,1.0,1.0,3.0,1.0,0.0,8/H,,0.0,
